gender;maritalStatus;age;flagResidencialPhone;areaCodeResidencialPhone;bestPaymentDay;residenceType;monthsInResidence;flagResidenceTown_WorkingTown;monthsInTheJob;personalNetIncome;BAD
F;S;31;Y;31;28;A;60;Y;12;317.0;0
F;S;21;Y;31;12;P;132;Y;12;750.0;1
F;S;20;Y;5;12;P;180;Y;12;205.0;0
M;C;34;Y;31;18;P;144;N;12;510.0;0
F;C;58;Y;31;12;C;12;Y;60;342.0;0
F;C;47;Y;31;18;P;144;N;0;300.0;0
F;S;25;Y;31;8;P;84;Y;12;250.0;0
F;V;50;Y;31;8;A;12;N;168;200.0;0
M;O;38;Y;5;3;C;0;N;36;636.0;1
F;V;28;Y;31;12;P;108;N;12;180.0;0
F;C;45;N;50;18;P;60;Y;120;360.0;0
F;C;63;Y;31;12;P;216;N;120;10.0;0
F;S;29;N;50;28;P;216;N;36;550.0;0
M;C;51;Y;31;25;P;72;N;132;749.0;0
M;C;45;Y;31;8;P;120;Y;180;380.0;0
F;S;28;N;50;18;P;108;N;12;600.0;1
F;V;40;Y;31;12;P;24;N;12;255.0;1
F;C;46;Y;31;20;P;216;N;0;0.0;0
F;S;25;Y;31;18;O;12;Y;12;300.0;1
F;D;61;Y;5;23;P;264;N;24;180.0;1
F;S;33;Y;31;25;P;96;N;0;468.0;0
F;O;25;Y;31;8;P;72;Y;12;270.0;0
F;C;26;Y;31;25;O;24;N;0;700.0;0
F;V;40;Y;31;12;P;192;Y;84;900.0;0
M;S;32;Y;50;12;P;360;Y;36;220.0;0
F;O;30;Y;31;28;P;288;Y;24;180.0;0
F;S;24;Y;5;18;P;288;Y;48;270.0;0
M;C;30;Y;31;18;P;240;N;84;1200.0;0
M;S;21;Y;50;18;P;156;Y;36;650.0;1
F;C;36;Y;50;12;P;12;Y;12;250.0;0
F;V;32;Y;31;20;P;240;N;0;700.0;0
F;O;19;Y;31;20;P;12;N;12;200.0;1
M;S;26;Y;31;8;O;120;N;12;450.0;0
F;S;45;Y;50;28;P;240;N;120;500.0;0
M;S;21;Y;31;12;C;132;N;0;200.0;0
F;C;22;Y;31;8;P;120;N;0;500.0;1
F;C;35;Y;31;20;P;108;N;96;600.0;0
F;S;30;N;31;1;P;12;N;0;0.0;0
F;S;38;Y;31;12;P;456;Y;0;341.0;0
F;C;31;N;31;25;P;36;N;0;480.0;0
F;S;28;Y;31;25;P;144;Y;0;834.0;0
F;V;52;Y;31;12;P;240;N;240;448.0;0
F;C;46;Y;31;20;P;12;N;12;360.0;0
F;D;53;Y;31;12;P;312;N;72;1152.0;0
F;O;40;N;31;3;O;120;Y;0;314.0;0
F;C;51;N;50;25;P;36;N;12;700.0;1
F;C;49;Y;31;12;P;336;N;264;1300.0;0
F;S;46;Y;31;12;P;528;N;60;380.0;0
F;S;22;Y;31;25;P;252;N;24;600.0;0
F;C;39;Y;31;12;P;264;N;108;450.0;0
M;S;24;N;50;1;O;72;Y;12;262.0;0
M;D;37;Y;31;18;C;12;Y;48;600.0;0
F;C;25;Y;31;25;P;108;Y;60;300.0;0
F;S;24;N;50;8;C;120;Y;12;390.0;0
M;S;21;Y;23;28;C;120;Y;0;250.0;0
F;S;48;Y;50;1;P;252;Y;132;350.0;1
F;C;34;Y;31;12;P;120;N;48;450.0;0
M;S;19;Y;23;8;C;480;Y;0;180.0;0
F;C;35;Y;31;28;P;192;N;0;600.0;0
F;S;31;Y;31;12;P;60;N;0;460.0;0
M;S;35;Y;31;12;P;120;Y;60;530.0;0
F;C;23;Y;31;8;P;60;N;48;879.0;0
F;S;33;N;50;25;P;60;N;0;300.0;1
F;V;61;Y;23;8;P;36;N;0;1089.0;0
F;V;52;Y;31;18;P;216;N;120;180.0;0
F;C;29;Y;31;25;P;180;N;0;0.0;0
F;C;47;Y;31;20;P;276;N;72;500.0;0
M;S;21;Y;31;12;C;12;Y;12;217.0;0
M;C;57;N;50;12;P;120;N;12;431.0;0
F;S;25;Y;31;18;C;60;Y;12;800.0;0
F;C;38;Y;31;18;P;12;Y;0;815.0;0
F;C;27;Y;31;12;P;60;Y;0;605.0;1
F;S;31;Y;31;8;P;360;Y;12;22.0;0
F;S;70;Y;31;18;A;96;N;0;681.0;0
F;S;39;Y;50;12;P;108;N;0;700.0;1
M;S;18;N;31;12;C;120;N;0;1200.0;1
F;S;30;Y;31;28;P;360;Y;60;180.0;1
M;S;21;Y;31;25;P;120;N;24;800.0;0
F;V;45;Y;50;25;P;36;N;168;180.0;0
F;C;37;N;50;8;P;48;N;12;200.0;0
F;S;25;Y;50;28;P;72;Y;48;250.0;0
F;C;53;Y;31;12;P;288;N;0;655.0;0
F;S;22;Y;31;8;C;120;Y;24;600.0;0
M;S;21;Y;5;18;P;12;Y;48;245.0;0
F;S;20;Y;31;20;P;240;Y;24;450.0;0
F;S;36;Y;31;12;P;240;N;96;1000.0;0
F;D;40;Y;31;20;A;24;N;0;500.0;0
F;C;25;N;31;18;P;36;N;12;800.0;0
F;O;46;Y;31;8;P;240;N;36;612.0;0
M;S;20;Y;31;12;C;12;N;48;500.0;1
F;S;22;Y;31;28;P;12;N;24;300.0;0
M;S;21;Y;31;12;P;120;Y;36;350.0;0
F;S;23;N;50;28;P;240;N;0;221.0;0
M;C;35;Y;31;8;P;108;Y;180;700.0;0
F;S;35;N;31;20;P;240;N;0;320.0;1
F;S;19;Y;5;12;A;24;Y;12;350.0;0
F;S;22;Y;31;12;C;36;N;12;600.0;0
M;S;21;Y;31;28;P;36;Y;12;450.0;0
M;S;19;Y;31;8;P;228;N;12;615.0;0
M;C;53;Y;31;28;P;36;Y;0;315.0;1
M;S;32;Y;31;12;P;12;N;12;429.0;0
F;S;21;Y;5;12;P;156;N;12;211.0;1
F;V;46;Y;31;1;P;144;Y;72;706.0;0
F;C;36;N;50;23;P;180;Y;12;180.0;0
F;S;23;Y;31;25;P;276;N;0;300.0;0
M;C;22;Y;5;12;P;12;N;36;540.0;0
M;C;45;Y;31;18;P;204;Y;12;520.0;0
F;C;22;Y;31;12;P;12;Y;48;240.0;0
F;S;30;Y;31;6;A;36;N;108;917.0;0
M;O;33;Y;50;18;P;108;N;60;1296.0;1
F;C;42;Y;31;12;O;132;N;96;900.0;0
F;S;19;Y;5;23;C;12;N;12;220.0;0
F;S;64;Y;31;18;P;360;N;0;360.0;0
M;C;46;Y;31;28;P;120;Y;12;307.0;1
F;S;47;Y;31;20;P;120;N;36;600.0;0
M;S;25;Y;31;18;C;12;N;12;400.0;0
M;S;26;Y;31;12;P;12;N;24;900.0;0
M;S;23;Y;31;8;P;36;Y;12;400.0;0
F;C;42;Y;50;25;P;180;N;240;1200.0;0
F;S;21;Y;31;25;P;156;Y;12;240.0;0
M;S;21;Y;24;3;P;24;Y;360;900.0;0
F;V;57;Y;31;12;P;384;N;0;180.0;0
M;C;39;Y;31;18;P;192;N;60;870.0;0
M;O;43;Y;31;28;A;12;N;12;318.0;1
F;S;20;Y;31;8;P;240;Y;12;294.0;0
F;V;29;N;31;18;P;264;N;48;250.0;0
F;S;30;Y;31;12;A;24;Y;48;350.0;0
F;S;18;Y;31;20;P;216;N;12;350.0;1
M;D;36;N;50;20;P;24;N;240;600.0;0
F;S;22;N;50;8;O;12;Y;12;300.0;0
F;S;37;Y;31;18;O;24;N;24;600.0;1
F;S;21;Y;2;12;O;24;N;12;300.0;0
F;O;49;Y;31;23;P;72;Y;12;232.0;0
M;S;22;Y;31;18;A;204;Y;12;400.0;1
F;C;21;Y;31;8;O;216;N;36;170.0;0
M;S;22;Y;31;12;C;192;Y;12;230.0;0
F;C;40;N;50;25;P;48;N;36;500.0;0
M;S;52;Y;31;25;A;12;Y;252;1000.0;0
F;S;21;N;50;18;O;36;Y;12;515.0;0
F;C;29;Y;31;28;P;12;N;24;270.0;0
F;D;39;Y;31;18;C;120;N;12;300.0;0
M;C;36;Y;31;8;P;60;Y;12;363.0;0
F;C;23;Y;31;18;P;36;Y;24;482.0;0
M;C;47;Y;31;12;P;120;Y;0;460.0;0
M;S;24;Y;31;8;P;300;Y;24;400.0;0
F;V;67;Y;31;28;P;360;N;120;280.0;0
F;C;39;N;50;20;P;36;N;96;650.0;0
F;S;25;Y;31;8;P;240;N;12;450.0;0
F;S;43;Y;31;8;A;36;N;96;1202.0;0
F;S;19;N;50;20;P;228;N;48;300.0;1
M;S;25;Y;31;18;C;180;Y;48;1000.0;0
M;C;65;Y;31;28;P;240;N;24;0.0;1
F;S;54;Y;31;28;P;180;N;48;1142.0;0
M;S;20;N;50;12;C;48;Y;48;300.0;0
F;S;19;Y;31;28;P;228;N;12;300.0;0
F;S;21;Y;31;12;C;252;Y;12;282.0;0
F;S;18;N;50;20;P;72;N;12;250.0;1
M;S;22;Y;31;12;P;60;N;12;180.0;1
M;S;20;Y;31;12;A;24;Y;0;560.0;1
M;C;60;Y;31;12;P;312;N;0;1020.0;0
F;C;59;Y;50;25;P;480;N;420;380.0;0
F;S;40;Y;31;18;P;36;Y;96;1328.0;0
F;S;35;N;50;25;P;276;N;180;400.0;0
F;C;27;Y;31;20;P;132;Y;84;310.0;0
F;C;25;N;50;20;A;48;N;24;200.0;0
M;S;20;N;31;18;C;12;Y;12;250.0;0
M;C;30;Y;31;12;P;240;Y;48;800.0;0
F;C;29;N;50;23;A;12;Y;12;270.0;0
F;S;25;Y;31;12;P;300;Y;12;225.0;0
F;S;26;N;50;8;A;12;N;12;260.0;1
M;C;29;N;50;12;P;180;Y;12;302.0;0
F;S;34;N;50;1;P;360;N;36;305.0;0
F;S;27;Y;31;8;C;240;Y;12;253.0;0
M;S;24;Y;49;25;C;180;Y;48;800.0;0
F;S;19;Y;50;12;O;84;Y;24;200.0;0
M;O;41;Y;50;25;P;168;N;0;497.0;0
F;C;69;Y;31;8;P;324;N;0;0.0;0
M;S;19;Y;31;8;P;72;Y;12;240.0;0
F;D;47;Y;31;20;P;180;N;0;700.0;0
F;C;36;N;31;12;P;240;N;84;350.0;0
F;S;40;N;31;20;P;72;N;0;200.0;0
F;C;41;Y;31;23;P;276;Y;24;300.0;0
F;D;46;N;50;12;P;48;N;120;1000.0;0
M;C;29;Y;5;12;A;24;N;84;700.0;0
F;S;22;Y;31;18;C;60;Y;12;860.0;0
M;C;43;Y;31;20;P;360;Y;24;1300.0;0
M;S;22;Y;5;3;P;0;N;12;1100.0;0
F;C;26;Y;31;23;P;12;N;60;420.0;0
F;V;53;Y;31;18;P;12;N;12;1081.0;0
M;C;40;Y;31;12;P;12;Y;216;1075.0;0
F;C;42;Y;31;8;P;36;N;96;800.0;1
F;S;29;Y;31;20;P;60;N;12;300.0;0
F;V;64;Y;50;8;P;372;N;12;904.0;0
M;D;37;Y;31;25;P;36;Y;180;1010.0;1
M;S;33;N;50;8;P;300;N;48;238.0;0
F;O;58;N;50;12;A;60;Y;132;230.0;0
M;S;27;Y;5;3;P;156;Y;12;350.0;0
M;S;27;N;31;16;P;24;Y;12;240.0;0
M;S;20;Y;31;12;P;240;Y;12;220.0;0
F;S;26;N;50;8;P;0;Y;0;416.0;0
F;S;56;Y;50;28;A;36;N;0;0.0;0
F;S;20;N;50;20;P;240;Y;48;180.0;0
M;S;28;Y;31;12;P;336;Y;12;290.0;0
F;S;57;Y;50;20;P;264;N;36;780.0;0
F;C;32;Y;31;25;P;372;N;72;400.0;0
F;S;23;Y;31;25;A;0;Y;0;270.0;0
F;C;51;N;50;12;P;48;Y;0;280.0;0
F;S;18;Y;31;28;P;48;N;12;220.0;1
F;S;39;Y;31;18;P;360;N;240;800.0;0
F;S;32;N;50;8;P;24;Y;156;700.0;0
F;S;24;Y;50;8;A;48;Y;36;250.0;1
F;S;23;N;50;12;P;36;N;12;300.0;1
F;S;21;Y;31;12;P;132;Y;0;350.0;0
F;C;43;N;50;12;P;240;N;312;600.0;0
F;S;44;Y;31;8;P;480;N;0;600.0;0
F;S;22;N;50;20;A;24;Y;0;268.0;1
F;S;24;Y;50;12;P;300;Y;60;350.0;0
F;C;27;N;50;8;P;72;N;48;500.0;0
M;S;22;N;50;28;P;12;Y;0;300.0;1
F;C;34;Y;31;12;P;84;N;60;1100.0;0
F;C;53;Y;50;1;P;360;N;24;400.0;0
M;C;38;Y;31;20;P;180;Y;36;500.0;1
M;S;29;Y;31;25;O;48;N;0;0.0;0
F;C;40;Y;31;20;P;192;N;60;500.0;0
F;S;18;Y;31;3;P;216;N;0;240.0;0
F;S;25;Y;31;28;P;144;N;60;700.0;0
F;C;48;Y;31;18;P;240;N;120;993.0;0
F;S;22;Y;31;11;A;12;Y;36;300.0;0
F;V;52;Y;31;8;P;24;N;12;300.0;0
F;C;43;Y;31;8;P;180;N;0;270.0;0
F;C;43;Y;31;18;P;36;Y;24;360.0;0
F;V;56;Y;50;8;P;360;N;180;850.0;0
F;C;40;Y;31;23;P;480;Y;12;263.0;0
F;S;19;Y;50;12;P;48;N;24;250.0;1
F;C;47;Y;31;20;A;84;Y;60;220.0;0
F;O;26;Y;23;28;A;12;Y;24;320.0;0
F;S;24;Y;31;8;C;264;Y;0;516.0;0
M;C;35;Y;5;8;P;132;Y;84;600.0;0
F;D;45;Y;31;8;P;120;N;12;560.0;0
F;C;28;Y;23;20;P;96;N;60;180.0;0
F;D;30;Y;31;20;P;84;Y;12;500.0;0
F;C;33;Y;31;28;P;84;Y;24;386.0;0
F;S;44;Y;31;28;P;60;N;60;800.0;0
F;S;28;N;50;18;P;120;N;60;600.0;0
F;O;59;Y;50;8;A;12;Y;240;870.0;0
M;S;34;Y;31;18;P;48;Y;12;300.0;1
M;S;20;Y;31;12;P;240;N;12;760.0;0
F;S;43;Y;31;12;P;480;N;72;800.0;0
F;S;18;Y;31;20;C;216;N;72;260.0;0
F;C;44;N;50;18;P;108;N;24;350.0;0
F;S;22;Y;31;18;P;264;N;0;450.0;0
F;V;43;Y;31;18;P;180;Y;12;200.0;0
M;S;23;Y;31;12;C;276;N;12;580.0;0
F;D;51;Y;31;12;P;60;N;36;820.0;0
F;S;22;N;50;25;P;264;N;36;180.0;0
M;S;21;Y;23;25;C;24;Y;12;180.0;0
M;C;24;Y;31;12;A;12;Y;12;300.0;0
M;S;20;Y;50;8;P;252;Y;24;830.0;0
F;C;43;Y;31;25;P;480;Y;48;1200.0;0
F;S;30;Y;31;12;P;144;Y;120;826.0;0
F;C;26;Y;31;20;A;48;N;72;800.0;0
M;C;56;N;50;20;P;252;N;240;183.0;0
F;S;20;Y;31;20;P;72;N;48;350.0;1
F;S;48;Y;31;20;A;12;N;24;200.0;0
F;C;39;Y;31;20;P;192;Y;12;220.0;0
F;S;21;Y;50;18;C;252;Y;0;200.0;1
F;C;39;N;50;20;P;60;N;24;500.0;0
F;S;35;N;50;20;P;360;Y;12;324.0;0
M;S;20;Y;31;25;P;168;N;0;200.0;0
F;C;48;Y;31;8;P;228;N;60;300.0;0
F;C;40;Y;31;20;P;48;N;0;1019.0;0
M;S;32;Y;31;3;A;12;Y;60;295.0;1
M;S;20;Y;31;18;P;276;N;12;244.0;0
F;C;26;N;50;8;P;72;Y;12;321.0;0
F;C;31;Y;31;25;P;36;N;0;350.0;1
F;V;40;Y;31;12;P;240;N;0;256.0;0
F;S;22;Y;31;12;C;12;Y;12;475.0;0
M;S;30;Y;31;8;P;360;N;12;908.0;1
F;C;22;Y;31;18;P;240;N;0;500.0;0
F;C;27;Y;31;28;P;24;N;0;1000.0;0
F;S;27;Y;31;12;P;12;N;12;204.0;0
F;S;35;Y;31;25;P;24;Y;84;275.0;0
F;S;36;N;50;25;P;96;N;24;222.0;0
M;C;44;Y;50;12;P;468;Y;300;400.0;0
M;O;45;Y;50;12;P;72;Y;48;449.0;1
M;S;27;Y;31;8;A;24;Y;36;180.0;0
M;S;25;Y;31;8;C;180;Y;24;420.0;0
M;C;62;Y;31;12;P;336;N;120;811.0;0
F;C;32;Y;31;20;P;264;N;0;0.0;0
F;C;46;Y;49;20;P;216;Y;36;280.0;0
M;O;31;Y;31;8;A;24;Y;156;1075.0;0
F;S;36;N;50;18;P;492;N;0;300.0;0
F;V;46;N;31;18;P;480;N;240;180.0;0
F;C;34;Y;31;18;P;180;N;0;0.0;0
M;C;34;Y;31;8;A;36;Y;36;300.0;0
F;S;23;Y;31;12;C;276;Y;0;243.0;0
F;C;56;Y;31;25;P;336;Y;156;290.0;0
F;D;54;Y;31;12;P;180;N;0;410.0;0
M;S;30;N;50;12;P;360;Y;12;330.0;1
F;S;28;Y;31;8;P;240;N;36;300.0;0
M;O;25;Y;50;23;P;144;N;48;320.0;0
F;S;41;Y;31;18;P;120;N;192;883.0;0
F;S;45;Y;31;23;P;0;Y;192;500.0;0
M;S;30;N;31;12;P;24;N;36;500.0;0
F;S;27;Y;31;28;C;36;N;36;400.0;1
F;S;48;Y;31;12;P;156;N;96;1200.0;0
F;C;51;Y;31;12;P;240;N;0;0.0;0
F;S;20;Y;31;8;P;36;N;60;310.0;1
F;C;48;Y;31;8;P;132;N;12;200.0;0
F;S;34;Y;23;20;P;36;Y;12;544.0;0
M;C;43;Y;31;23;P;360;N;60;532.0;0
F;S;43;N;50;23;C;300;N;24;500.0;0
F;S;18;Y;50;18;C;180;N;12;300.0;0
F;C;27;Y;31;25;A;12;Y;24;400.0;0
F;S;32;Y;31;18;P;24;Y;24;404.0;0
M;O;20;N;50;20;O;12;N;12;180.0;1
F;C;37;Y;31;3;P;48;Y;60;630.0;0
M;S;36;Y;31;28;P;420;N;24;400.0;0
M;S;39;Y;31;8;A;240;Y;24;300.0;0
F;S;19;Y;23;12;O;24;Y;12;244.0;0
F;C;47;Y;31;12;P;192;N;48;836.0;0
F;S;44;Y;31;20;P;180;N;204;600.0;0
F;S;44;Y;31;8;P;528;Y;180;590.0;0
F;S;24;Y;50;18;C;288;N;108;1000.0;0
F;S;22;Y;31;20;P;252;N;0;317.0;0
M;O;21;Y;31;28;P;12;N;12;190.0;0
M;S;19;Y;31;23;P;144;N;12;1000.0;1
F;C;27;Y;31;20;P;240;N;84;250.0;0
M;C;65;Y;31;12;A;84;N;0;1329.0;0
F;S;22;Y;31;12;A;24;Y;12;540.0;1
M;C;29;N;50;1;P;108;N;108;900.0;1
F;S;27;Y;50;12;P;12;Y;12;960.0;0
F;S;27;Y;31;20;A;12;Y;12;500.0;0
M;S;26;Y;31;8;P;312;N;12;190.0;1
F;C;43;Y;31;20;P;360;N;120;400.0;0
F;S;18;Y;31;28;P;216;N;12;300.0;0
F;C;28;Y;50;20;O;36;N;0;0.0;0
F;C;54;N;50;12;P;228;Y;168;345.0;0
M;S;23;Y;31;18;A;48;N;12;1200.0;0
F;C;50;Y;31;20;P;240;N;84;201.0;0
M;C;53;Y;31;28;P;360;N;0;1121.0;0
M;C;68;Y;31;8;P;48;N;0;953.0;0
F;C;46;Y;50;28;P;276;Y;60;230.0;0
F;C;40;Y;31;18;P;300;Y;96;285.0;0
F;C;36;Y;31;8;P;120;N;120;631.0;0
M;S;26;Y;31;8;P;312;N;12;522.0;0
M;S;24;Y;31;3;P;120;Y;12;476.0;0
F;C;24;Y;31;20;P;36;Y;0;275.0;0
F;S;53;Y;31;12;O;72;Y;120;852.0;1
F;S;20;Y;31;18;P;240;Y;12;240.0;0
F;S;18;Y;31;20;C;180;N;0;208.0;1
F;S;26;N;31;18;O;12;Y;12;543.0;0
M;V;61;Y;31;20;P;96;N;0;900.0;0
M;S;23;Y;31;20;P;180;N;36;386.0;0
F;S;24;N;50;12;P;72;N;36;550.0;0
M;S;18;Y;31;18;P;96;N;48;145.0;0
F;S;20;Y;23;12;P;12;Y;12;234.0;0
F;C;49;Y;50;18;P;192;N;84;1327.0;0
M;C;66;N;50;12;P;60;N;96;260.0;0
F;O;27;N;50;23;P;120;N;12;220.0;1
F;S;20;N;31;12;P;252;N;12;275.0;0
M;C;40;N;50;18;P;216;N;0;200.0;0
F;S;21;Y;31;8;C;168;Y;12;700.0;0
M;S;20;Y;31;8;P;120;N;24;279.0;0
M;O;54;Y;31;12;P;240;Y;168;935.0;0
M;C;31;Y;31;8;P;216;Y;0;862.0;0
F;S;20;N;50;18;O;72;N;24;200.0;1
F;C;37;Y;31;20;P;36;N;0;302.0;0
M;C;39;N;50;12;P;24;Y;24;980.0;0
M;C;40;Y;31;1;P;240;Y;12;468.0;0
F;S;43;N;31;20;P;120;N;24;700.0;0
M;C;36;Y;31;12;A;48;N;24;500.0;0
F;S;20;Y;31;20;P;240;N;12;280.0;0
F;S;53;Y;31;8;P;48;N;72;584.0;0
F;S;18;Y;5;23;C;216;Y;60;201.0;1
F;S;37;Y;31;28;P;444;N;12;280.0;1
F;C;39;Y;31;8;P;108;N;0;0.0;0
F;S;28;Y;31;28;O;216;Y;12;615.0;0
F;C;34;Y;31;8;P;408;Y;12;547.0;0
F;S;20;Y;31;8;A;24;Y;12;480.0;0
F;C;46;Y;31;12;P;144;Y;12;385.0;0
F;S;21;Y;31;8;P;48;N;48;800.0;0
M;C;41;Y;31;18;P;132;N;120;1200.0;0
M;S;35;Y;31;8;P;432;Y;24;243.0;0
M;S;19;Y;31;8;P;228;Y;0;900.0;0
F;O;26;Y;31;18;O;24;Y;12;700.0;0
F;C;40;Y;31;12;P;240;N;72;700.0;0
F;D;69;Y;31;12;P;12;N;12;1246.0;0
M;S;19;N;50;25;A;120;N;0;500.0;0
F;C;61;Y;50;20;P;36;N;312;573.0;0
F;O;32;Y;31;1;P;132;Y;132;225.0;0
F;O;25;N;31;12;C;12;Y;24;201.0;1
F;C;26;Y;31;23;P;48;Y;12;692.0;0
M;S;24;N;31;18;P;24;Y;84;400.0;1
F;S;21;Y;31;12;P;180;N;12;170.0;1
F;C;42;Y;31;12;P;120;N;0;217.0;0
F;S;44;N;50;28;P;540;N;240;1200.0;0
F;O;36;Y;50;28;P;216;N;60;800.0;0
M;S;22;Y;31;3;C;12;Y;12;320.0;0
F;V;47;Y;31;22;P;180;N;84;270.0;0
M;C;25;Y;31;12;P;12;Y;12;550.0;0
F;C;46;Y;31;28;P;60;N;0;700.0;0
M;C;33;Y;31;20;A;12;Y;156;581.0;0
F;S;18;Y;31;20;P;216;N;0;0.0;0
F;S;19;Y;31;18;P;84;Y;12;450.0;1
M;S;38;Y;31;12;P;180;Y;24;230.0;0
F;S;28;Y;31;8;O;72;Y;72;320.0;0
F;S;27;N;50;28;A;72;Y;24;484.0;1
M;S;31;Y;31;12;P;12;Y;144;600.0;0
M;S;18;Y;31;18;C;48;N;0;400.0;0
F;V;49;Y;31;25;P;300;N;12;1361.0;0
F;S;19;Y;31;28;P;12;N;0;600.0;1
F;V;33;N;50;18;P;60;N;156;180.0;0
F;S;29;Y;31;28;P;36;N;0;0.0;0
F;S;18;N;50;12;C;216;N;12;220.0;0
M;S;23;Y;31;25;P;204;N;24;360.0;0
F;S;20;Y;31;8;C;240;Y;24;810.0;0
F;S;43;N;31;12;P;240;N;36;749.0;1
M;O;29;Y;31;12;C;72;N;24;700.0;0
M;C;49;Y;31;12;P;60;Y;276;1200.0;1
M;S;43;Y;31;8;A;72;N;300;1046.0;0
F;O;34;Y;31;1;A;0;N;60;385.0;1
M;S;26;N;50;8;P;300;Y;12;180.0;0
F;S;20;Y;31;12;A;12;Y;36;378.0;0
F;S;39;Y;31;28;P;84;N;60;600.0;1
M;C;43;Y;31;20;P;360;Y;12;1300.0;0
F;S;41;Y;31;12;P;36;Y;12;300.0;1
M;S;29;Y;50;20;P;180;N;48;543.0;0
F;C;38;Y;31;20;P;120;Y;120;1413.0;0
M;S;59;Y;31;25;A;12;N;0;1400.0;1
M;C;41;Y;31;20;P;492;N;12;360.0;0
F;C;46;Y;31;20;P;216;N;24;250.0;0
F;C;35;N;50;20;P;300;N;0;330.0;0
F;C;40;Y;31;25;A;360;Y;36;295.0;0
M;C;32;Y;31;12;P;144;N;0;262.0;0
F;S;35;Y;31;25;P;420;N;0;0.0;0
F;C;41;Y;31;12;P;360;N;0;1100.0;0
F;S;18;Y;5;25;A;12;N;12;187.0;0
M;S;19;Y;31;12;P;12;N;12;375.0;0
F;C;44;Y;31;8;P;180;N;12;100.0;1
M;D;31;Y;31;6;C;72;N;12;0.0;0
F;S;69;Y;31;18;P;360;N;0;744.0;0
M;C;37;Y;31;1;P;96;N;192;993.0;0
F;C;35;N;50;20;P;204;Y;48;231.0;0
F;C;25;Y;31;8;A;60;Y;84;1200.0;0
M;C;47;Y;31;18;P;144;N;24;936.0;0
F;C;38;N;31;20;P;456;Y;12;300.0;0
M;C;41;Y;5;18;P;36;Y;36;520.0;0
M;S;19;Y;31;8;C;48;Y;12;350.0;0
F;C;26;Y;31;12;P;24;Y;36;354.0;0
M;O;21;Y;5;8;P;24;N;36;320.0;1
F;S;21;Y;31;20;C;264;Y;12;400.0;0
F;S;23;Y;23;28;P;204;Y;12;180.0;1
M;S;20;Y;31;8;P;240;Y;12;220.0;0
M;S;24;Y;31;18;P;72;N;48;900.0;0
F;C;24;Y;31;25;P;12;N;12;1065.0;0
F;D;46;Y;31;12;P;168;Y;0;859.0;0
M;C;37;Y;31;1;A;84;Y;84;242.0;0
F;S;22;Y;5;20;P;264;Y;36;280.0;0
F;C;55;Y;31;8;O;72;Y;72;400.0;0
F;C;70;Y;31;18;P;36;N;0;514.0;0
M;C;31;Y;31;8;P;60;N;72;560.0;0
F;S;32;Y;31;18;P;204;N;12;383.0;0
F;C;20;Y;31;18;A;24;Y;24;600.0;0
M;S;28;Y;50;28;A;12;N;12;1028.0;0
F;C;37;Y;5;18;P;120;N;0;0.0;0
F;S;22;Y;31;28;P;12;N;0;400.0;0
M;S;19;Y;31;12;P;120;Y;12;750.0;0
F;S;34;N;31;18;P;204;Y;96;280.0;0
M;C;37;Y;31;18;P;444;Y;72;1200.0;0
F;C;29;Y;31;8;A;12;N;12;300.0;0
F;C;24;Y;31;8;P;72;N;60;350.0;0
F;S;60;Y;31;18;P;36;Y;48;500.0;0
M;C;46;Y;31;28;P;204;Y;204;283.0;0
F;S;52;Y;31;23;A;204;N;36;934.0;0
M;O;37;N;50;8;P;132;N;12;700.0;0
F;C;21;Y;31;12;P;48;Y;12;350.0;0
M;S;26;Y;31;18;P;312;N;12;750.0;1
F;S;32;Y;31;8;P;24;N;0;364.0;0
M;C;50;Y;31;18;P;336;N;324;1000.0;0
M;S;24;Y;31;18;P;180;Y;0;552.0;0
F;C;21;N;50;18;A;12;N;36;300.0;1
F;C;33;Y;31;12;P;396;Y;12;300.0;0
F;S;63;Y;31;28;P;408;Y;360;480.0;0
F;S;20;Y;23;20;C;240;Y;12;439.0;0
F;C;21;Y;31;12;P;240;N;36;181.0;0
F;C;36;Y;31;28;P;240;N;36;200.0;0
F;C;34;Y;31;18;P;36;N;84;968.0;1
F;O;37;Y;31;12;C;444;N;228;1189.0;1
F;S;28;Y;31;18;P;336;N;24;801.0;0
M;C;31;Y;50;28;A;0;N;0;1000.0;0
M;S;19;Y;31;18;P;228;N;12;350.0;0
F;O;33;Y;50;20;P;132;Y;60;180.0;0
F;S;19;Y;5;8;P;60;Y;12;300.0;0
F;C;31;Y;31;20;P;120;N;0;500.0;0
F;C;43;Y;31;25;P;108;N;0;700.0;0
F;C;37;Y;5;18;P;96;N;12;642.0;0
F;S;25;N;31;25;P;300;N;12;800.0;0
M;C;52;N;31;12;P;96;Y;12;330.0;0
M;S;22;Y;31;18;P;36;N;0;0.0;1
F;S;27;Y;31;8;P;60;N;0;260.0;1
F;V;65;N;31;18;A;156;Y;0;951.0;0
M;C;39;Y;31;20;P;60;Y;144;1393.0;0
F;C;18;Y;31;28;A;204;N;24;200.0;1
F;C;18;Y;31;12;P;216;N;24;100.0;0
M;S;21;Y;31;28;P;36;N;0;300.0;0
M;O;24;Y;50;20;P;72;Y;12;363.0;0
M;C;69;Y;31;18;P;540;N;72;463.0;0
